ID,ID_BOLETA,COD_ITEM,ITEM,PRECIO,EDAD,COD_GE,GENERO,DIA,MES,COD_DIST,DISTRITO
C1533,268,8,CASACA,186,23,2,M,6,3,4,SAN_ISIDRO
C1534,268,12,BUFANDA,41,28,1,F,5,11,3,SAN_BORJA
C1535,268,19,BIKINI,157,31,1,F,5,9,2,LA_MOLINA
C1536,268,11,SANDALIAS,31,33,2,M,6,3,2,LA_MOLINA
C1537,268,13,JEAN,195,26,2,M,7,9,2,LA_MOLINA
C1538,268,2,MEDIAS,13,28,2,M,7,1,3,SAN_BORJA
C1539,268,21,POLO,68,45,1,F,3,2,4,SAN_ISIDRO
C1540,269,2,MEDIAS,11,42,2,M,5,6,3,SAN_BORJA
C1541,269,12,BUFANDA,35,35,1,F,1,6,3,SAN_BORJA
C1542,269,22,PIJAMA,70,28,1,F,5,12,4,SAN_ISIDRO
C1543,269,6,CARTERA,234,43,2,M,5,9,1,SURCO
C1544,269,15,ZAPATILLAS,233,35,1,F,3,9,1,SURCO
C1545,269,16,PERFUME,434,32,1,F,3,7,4,SAN_ISIDRO
C1546,269,13,JEAN,183,36,2,M,4,7,3,SAN_BORJA
C1547,270,19,BIKINI,124,24,2,F,3,6,4,SAN_ISIDRO
C1548,270,9,ABRIGO,385,36,2,M,2,7,3,SAN_BORJA
C1549,270,11,SANDALIAS,70,34,2,M,4,2,4,SAN_ISIDRO
C1550,271,8,CASACA,248,20,2,M,6,11,3,SAN_BORJA
C1551,271,3,FALDA,57,18,1,F,6,6,4,SAN_ISIDRO
C1552,271,9,ABRIGO,185,42,1,F,6,8,2,LA_MOLINA
C1553,271,16,PERFUME,202,27,2,M,5,8,1,SURCO
C1554,271,11,SANDALIAS,21,27,1,F,2,5,4,SAN_ISIDRO
C1555,271,21,POLO,58,19,2,M,1,9,3,SAN_BORJA
C1556,272,9,ABRIGO,259,30,1,F,7,3,2,LA_MOLINA
C1557,272,15,ZAPATILLAS,184,28,2,M,4,6,3,SAN_BORJA
C1558,272,5,CAMISA,139,30,2,M,7,3,4,SAN_ISIDRO
C1559,272,12,BUFANDA,38,36,1,F,6,11,2,LA_MOLINA
C1560,272,18,RELOJ,265,24,2,M,4,6,2,LA_MOLINA
C1561,272,12,BUFANDA,35,43,2,M,5,1,3,SAN_BORJA
C1562,272,4,BLUSA,165,28,1,F,4,10,1,SURCO
C1563,273,7,PANTALON,90,29,2,M,3,6,1,SURCO
C1564,273,10,SHORT,61,33,1,F,4,2,2,LA_MOLINA
C1565,273,7,PANTALON,237,44,1,F,2,11,2,LA_MOLINA
C1566,273,20,SHORT,91,41,1,F,7,5,4,SAN_ISIDRO
C1567,273,13,JEAN,193,34,2,M,5,2,2,LA_MOLINA
C1568,274,13,JEAN,222,26,1,F,7,10,1,SURCO
C1569,274,9,ABRIGO,361,38,1,F,5,9,3,SAN_BORJA
C1570,274,5,CAMISA,158,24,1,F,4,7,3,SAN_BORJA
C1571,274,22,PIJAMA,104,20,2,M,3,3,2,LA_MOLINA
C1572,274,3,FALDA,107,20,2,F,4,8,1,SURCO
C1573,275,4,BLUSA,95,20,2,F,1,4,4,SAN_ISIDRO
C1574,275,19,BIKINI,154,29,1,F,6,10,2,LA_MOLINA
C1575,276,14,GORRO,89,40,2,M,4,3,3,SAN_BORJA
C1576,276,5,CAMISA,176,31,1,F,3,7,3,SAN_BORJA
C1577,276,10,SHORT,93,36,2,M,6,7,1,SURCO
C1578,276,20,SHORT,82,42,2,M,7,3,1,SURCO
C1579,276,16,PERFUME,452,25,2,M,3,10,3,SAN_BORJA
C1580,276,15,ZAPATILLAS,276,33,1,F,5,2,3,SAN_BORJA
C1581,277,8,CASACA,166,37,2,M,6,6,4,SAN_ISIDRO
C1582,277,4,BLUSA,135,42,2,F,6,5,1,SURCO
C1583,277,13,JEAN,211,37,1,F,2,5,2,LA_MOLINA
C1584,277,20,SHORT,81,41,1,F,1,7,2,LA_MOLINA
C1585,277,12,BUFANDA,43,38,2,M,1,1,4,SAN_ISIDRO
C1586,278,13,JEAN,153,35,2,M,1,5,1,SURCO
C1587,278,2,MEDIAS,10,24,2,M,6,12,3,SAN_BORJA
C1588,278,6,CARTERA,225,21,1,F,1,4,1,SURCO
C1589,278,18,RELOJ,420,29,1,F,2,9,1,SURCO
C1590,279,18,RELOJ,270,28,1,F,7,7,2,LA_MOLINA
C1591,279,15,ZAPATILLAS,210,19,2,M,4,7,4,SAN_ISIDRO
C1592,279,1,ZAPATOS,268,43,2,M,1,2,1,SURCO
C1593,279,6,CARTERA,195,44,1,F,3,8,4,SAN_ISIDRO
C1594,279,7,PANTALON,203,21,1,F,7,1,4,SAN_ISIDRO
C1595,279,10,SHORT,69,18,1,F,5,1,2,LA_MOLINA
C1596,279,22,PIJAMA,65,33,2,M,5,8,3,SAN_BORJA
C1597,279,20,SHORT,107,29,2,M,3,3,2,LA_MOLINA
C1598,279,5,CAMISA,149,32,1,F,4,2,2,LA_MOLINA
C1599,279,17,MOCHILA,180,40,2,M,4,10,3,SAN_BORJA
C1600,279,3,FALDA,94,30,2,F,6,11,4,SAN_ISIDRO
C1601,279,1,ZAPATOS,265,42,2,M,7,4,3,SAN_BORJA
C1602,280,15,ZAPATILLAS,181,30,2,M,5,1,1,SURCO
C1603,280,1,ZAPATOS,315,44,1,F,7,1,4,SAN_ISIDRO
C1604,280,8,CASACA,140,33,1,F,2,11,2,LA_MOLINA
C1605,280,12,BUFANDA,38,26,2,M,3,6,2,LA_MOLINA
C1606,281,15,ZAPATILLAS,254,32,1,F,4,11,3,SAN_BORJA
C1607,281,11,SANDALIAS,65,25,1,F,6,12,3,SAN_BORJA
C1608,281,22,PIJAMA,85,22,2,M,4,12,3,SAN_BORJA
C1609,281,20,SHORT,118,37,1,F,3,8,4,SAN_ISIDRO
C1610,281,9,ABRIGO,302,45,1,F,6,6,4,SAN_ISIDRO
C1611,282,20,SHORT,107,18,2,M,4,9,4,SAN_ISIDRO
C1612,282,5,CAMISA,182,30,2,M,2,5,3,SAN_BORJA
C1613,282,7,PANTALON,240,22,1,F,3,5,3,SAN_BORJA
C1614,282,12,BUFANDA,47,44,1,F,2,2,1,SURCO
C1615,282,1,ZAPATOS,349,35,2,M,4,3,2,LA_MOLINA
C1616,283,9,ABRIGO,384,25,2,M,1,6,2,LA_MOLINA
C1617,283,18,RELOJ,460,23,2,M,1,3,2,LA_MOLINA
C1618,283,4,BLUSA,122,34,2,F,4,10,2,LA_MOLINA
C1619,283,6,CARTERA,232,21,1,F,5,4,2,LA_MOLINA
C1620,283,15,ZAPATILLAS,254,21,2,M,1,6,4,SAN_ISIDRO
C1621,284,16,PERFUME,456,37,2,M,1,3,3,SAN_BORJA
C1622,284,9,ABRIGO,198,40,2,M,7,2,4,SAN_ISIDRO
C1623,284,14,GORRO,67,41,2,M,4,2,2,LA_MOLINA
C1624,284,17,MOCHILA,207,31,2,M,6,6,2,LA_MOLINA
C1625,284,16,PERFUME,403,20,2,M,2,10,4,SAN_ISIDRO
C1626,285,1,ZAPATOS,335,19,2,M,6,8,2,LA_MOLINA
C1627,285,5,CAMISA,159,23,2,M,6,5,3,SAN_BORJA
C1628,285,1,ZAPATOS,330,25,1,F,4,11,1,SURCO
C1629,285,8,CASACA,230,37,2,M,6,10,4,SAN_ISIDRO
C1630,285,1,ZAPATOS,232,32,2,M,1,11,1,SURCO
C1631,285,17,MOCHILA,209,39,1,F,5,10,3,SAN_BORJA
C1632,285,2,MEDIAS,12,24,1,F,3,9,4,SAN_ISIDRO
C1633,286,14,GORRO,63,21,2,M,5,2,2,LA_MOLINA
C1634,287,17,MOCHILA,141,45,2,M,6,7,1,SURCO
C1635,287,14,GORRO,88,27,1,F,3,9,4,SAN_ISIDRO
C1636,287,5,CAMISA,113,27,2,M,7,7,3,SAN_BORJA
C1637,288,21,POLO,107,44,2,M,1,12,1,SURCO
C1638,288,7,PANTALON,215,40,2,M,7,9,4,SAN_ISIDRO
C1639,288,19,BIKINI,97,37,1,F,4,12,4,SAN_ISIDRO
C1640,289,11,SANDALIAS,68,31,2,M,6,10,2,LA_MOLINA
C1641,289,3,FALDA,51,43,2,F,7,6,1,SURCO
C1642,289,4,BLUSA,149,35,1,F,5,2,3,SAN_BORJA
C1643,289,20,SHORT,68,21,2,M,7,3,3,SAN_BORJA
C1644,289,7,PANTALON,125,32,1,F,2,10,4,SAN_ISIDRO
C1645,289,19,BIKINI,132,18,1,F,6,2,4,SAN_ISIDRO
C1646,289,5,CAMISA,176,33,2,M,6,11,2,LA_MOLINA
C1647,290,7,PANTALON,235,29,2,M,1,7,3,SAN_BORJA
C1648,290,22,PIJAMA,77,28,1,F,2,9,4,SAN_ISIDRO
C1649,290,12,BUFANDA,38,22,2,M,2,11,4,SAN_ISIDRO
C1650,291,5,CAMISA,119,27,1,F,5,6,2,LA_MOLINA
C1651,291,14,GORRO,78,34,2,M,2,8,1,SURCO
C1652,291,4,BLUSA,66,36,2,F,6,7,1,SURCO
C1653,291,22,PIJAMA,104,35,1,F,3,10,1,SURCO
C1654,291,11,SANDALIAS,76,22,1,F,2,4,2,LA_MOLINA
C1655,291,6,CARTERA,234,29,1,F,6,11,3,SAN_BORJA
C1656,291,7,PANTALON,161,40,1,F,6,8,3,SAN_BORJA
C1657,291,21,POLO,90,29,1,F,4,7,1,SURCO
C1658,291,8,CASACA,146,40,2,M,3,2,4,SAN_ISIDRO
C1659,292,22,PIJAMA,100,42,1,F,2,2,1,SURCO
C1660,292,2,MEDIAS,14,41,2,M,4,11,4,SAN_ISIDRO
C1661,292,20,SHORT,67,28,2,M,6,2,2,LA_MOLINA
C1662,292,12,BUFANDA,33,33,1,F,1,6,4,SAN_ISIDRO
C1663,292,1,ZAPATOS,291,35,2,M,6,6,3,SAN_BORJA
C1664,292,21,POLO,125,22,2,M,4,7,4,SAN_ISIDRO
C1665,292,2,MEDIAS,13,21,2,M,5,7,3,SAN_BORJA
C1666,292,21,POLO,107,38,1,F,2,5,1,SURCO
C1667,293,19,BIKINI,107,30,1,F,5,11,2,LA_MOLINA
C1668,293,20,SHORT,97,36,2,M,7,9,3,SAN_BORJA
C1669,293,11,SANDALIAS,21,39,2,M,3,6,4,SAN_ISIDRO
C1670,293,17,MOCHILA,169,30,2,M,2,12,3,SAN_BORJA
C1671,293,6,CARTERA,218,34,2,M,3,1,2,LA_MOLINA
C1672,294,9,ABRIGO,386,34,1,F,5,5,3,SAN_BORJA
C1673,294,22,PIJAMA,108,20,2,M,5,10,1,SURCO
C1674,294,20,SHORT,87,32,2,M,5,11,1,SURCO
C1675,294,13,JEAN,123,26,1,F,2,3,4,SAN_ISIDRO
C1676,294,21,POLO,125,26,2,M,2,1,1,SURCO
C1677,295,22,PIJAMA,78,27,2,M,4,3,1,SURCO
C1678,295,14,GORRO,60,37,2,M,5,5,4,SAN_ISIDRO
C1679,295,17,MOCHILA,211,41,1,F,7,12,3,SAN_BORJA
C1680,295,4,BLUSA,152,22,1,F,6,11,4,SAN_ISIDRO
C1681,295,6,CARTERA,191,38,1,F,3,7,4,SAN_ISIDRO
C1682,295,4,BLUSA,82,24,1,F,4,4,3,SAN_BORJA
C1683,296,8,CASACA,163,30,1,F,7,11,2,LA_MOLINA
C1684,296,7,PANTALON,130,28,2,M,5,6,3,SAN_BORJA
C1685,296,11,SANDALIAS,31,21,2,M,4,4,4,SAN_ISIDRO
C1686,296,13,JEAN,92,45,1,F,2,5,2,LA_MOLINA
C1687,296,17,MOCHILA,126,39,2,M,5,7,2,LA_MOLINA
C1688,296,11,SANDALIAS,20,25,2,M,1,2,2,LA_MOLINA
C1689,296,13,JEAN,174,32,2,M,3,10,4,SAN_ISIDRO
C1690,296,9,ABRIGO,382,21,2,M,3,7,4,SAN_ISIDRO
C1691,297,9,ABRIGO,342,21,2,M,1,4,2,LA_MOLINA
C1692,297,17,MOCHILA,150,37,2,M,4,2,2,LA_MOLINA
C1693,297,10,SHORT,50,18,1,F,4,10,4,SAN_ISIDRO
C1694,297,20,SHORT,46,29,2,M,3,7,2,LA_MOLINA
C1695,297,5,CAMISA,100,26,1,F,3,6,1,SURCO
C1696,297,21,POLO,81,42,2,M,2,10,1,SURCO
C1697,298,17,MOCHILA,123,24,1,F,4,8,3,SAN_BORJA
C1698,298,18,RELOJ,493,37,1,F,6,4,2,LA_MOLINA
C1699,298,18,RELOJ,382,20,1,F,5,4,4,SAN_ISIDRO
C1700,299,11,SANDALIAS,80,18,1,F,7,2,4,SAN_ISIDRO
C1701,299,19,BIKINI,92,33,1,F,5,3,3,SAN_BORJA
C1702,299,12,BUFANDA,26,39,1,F,3,1,3,SAN_BORJA
C1703,299,8,CASACA,205,44,2,M,6,2,1,SURCO
C1704,299,8,CASACA,97,24,2,M,1,11,4,SAN_ISIDRO
C1705,300,6,CARTERA,186,29,1,F,2,11,4,SAN_ISIDRO
C1706,300,21,POLO,131,42,2,M,2,5,1,SURCO
C1707,300,10,SHORT,83,34,2,M,4,12,2,LA_MOLINA
C1708,300,12,BUFANDA,34,38,2,M,6,8,1,SURCO
C1709,300,16,PERFUME,188,43,1,F,5,3,2,LA_MOLINA
C1710,300,2,MEDIAS,11,22,1,F,4,8,1,SURCO
C1711,300,13,JEAN,159,25,2,M,5,10,1,SURCO
C1712,300,15,ZAPATILLAS,275,23,1,F,1,1,2,LA_MOLINA
C1713,300,13,JEAN,240,43,2,M,6,12,3,SAN_BORJA
C1714,300,16,PERFUME,314,26,2,M,5,2,2,LA_MOLINA
C1715,301,17,MOCHILA,176,42,1,F,4,10,4,SAN_ISIDRO
C1716,301,14,GORRO,68,23,2,M,1,9,4,SAN_ISIDRO
C1717,301,8,CASACA,191,34,2,M,3,5,4,SAN_ISIDRO
C1718,301,10,SHORT,86,22,1,F,4,6,4,SAN_ISIDRO
C1719,302,19,BIKINI,136,44,2,F,1,5,1,SURCO
C1720,302,10,SHORT,58,24,2,M,6,6,1,SURCO
C1721,302,13,JEAN,203,37,1,F,4,4,4,SAN_ISIDRO
C1722,302,10,SHORT,85,40,1,F,3,9,3,SAN_BORJA
C1723,302,1,ZAPATOS,181,28,1,F,3,8,2,LA_MOLINA
C1724,302,20,SHORT,98,45,1,F,7,1,4,SAN_ISIDRO
C1725,302,10,SHORT,52,45,2,M,1,9,3,SAN_BORJA
C1726,303,21,POLO,94,45,1,F,3,9,4,SAN_ISIDRO
C1727,303,8,CASACA,110,20,1,F,4,11,4,SAN_ISIDRO
C1728,303,1,ZAPATOS,265,44,2,M,5,8,3,SAN_BORJA
C1729,304,9,ABRIGO,229,24,2,M,3,2,4,SAN_ISIDRO
C1730,304,12,BUFANDA,21,23,2,M,6,10,3,SAN_BORJA
C1731,304,17,MOCHILA,217,44,2,M,7,5,3,SAN_BORJA
C1732,304,9,ABRIGO,438,41,1,F,4,11,3,SAN_BORJA
C1733,305,13,JEAN,99,43,1,F,6,11,2,LA_MOLINA
C1734,305,3,FALDA,66,18,1,F,1,5,4,SAN_ISIDRO
C1735,305,21,POLO,141,35,1,F,5,5,1,SURCO
C1736,305,16,PERFUME,288,26,2,M,1,2,4,SAN_ISIDRO
C1737,305,19,BIKINI,100,18,1,F,4,1,3,SAN_BORJA
C1738,306,8,CASACA,134,24,2,M,4,12,1,SURCO
C1739,306,15,ZAPATILLAS,220,30,1,F,3,10,1,SURCO
C1740,306,10,SHORT,109,38,1,F,7,10,1,SURCO
C1741,306,6,CARTERA,210,19,1,F,6,8,1,SURCO
C1742,306,13,JEAN,106,37,1,F,7,10,4,SAN_ISIDRO
C1743,307,19,BIKINI,173,18,2,F,7,7,2,LA_MOLINA
C1744,307,14,GORRO,65,19,1,F,4,2,3,SAN_BORJA
C1745,307,13,JEAN,162,25,1,F,4,4,1,SURCO
C1746,307,9,ABRIGO,329,38,2,M,6,4,1,SURCO
C1747,307,16,PERFUME,234,33,2,M,7,10,1,SURCO
C1748,307,16,PERFUME,415,35,1,F,2,9,1,SURCO
C1749,307,18,RELOJ,459,27,1,F,1,7,1,SURCO
C1750,307,4,BLUSA,135,25,1,F,7,4,4,SAN_ISIDRO
C1751,307,7,PANTALON,108,33,2,M,5,12,4,SAN_ISIDRO
C1752,308,12,BUFANDA,58,25,1,F,6,1,2,LA_MOLINA
C1753,308,8,CASACA,218,23,2,M,5,11,3,SAN_BORJA
C1754,308,21,POLO,145,35,2,M,1,8,3,SAN_BORJA
C1755,308,6,CARTERA,183,41,2,M,4,4,4,SAN_ISIDRO
C1756,308,12,BUFANDA,44,33,1,F,2,9,1,SURCO
C1757,308,10,SHORT,98,45,1,F,5,6,4,SAN_ISIDRO
C1758,309,1,ZAPATOS,350,37,1,F,2,8,4,SAN_ISIDRO
C1759,309,17,MOCHILA,206,45,1,F,3,2,1,SURCO
C1760,309,17,MOCHILA,141,33,1,F,5,8,1,SURCO
C1761,309,8,CASACA,210,41,2,M,3,10,2,LA_MOLINA
C1762,309,5,CAMISA,108,35,2,M,4,2,4,SAN_ISIDRO
C1763,310,19,BIKINI,102,23,1,F,5,2,1,SURCO
C1764,310,6,CARTERA,180,35,1,F,7,5,3,SAN_BORJA
C1765,310,2,MEDIAS,10,19,2,M,7,3,2,LA_MOLINA
C1766,310,3,FALDA,51,34,1,F,3,3,1,SURCO
C1767,310,21,POLO,62,34,1,F,5,9,1,SURCO
C1768,310,12,BUFANDA,48,44,2,M,6,12,3,SAN_BORJA
C1769,310,20,SHORT,52,36,2,M,3,11,4,SAN_ISIDRO
C1770,310,17,MOCHILA,150,33,2,M,2,11,2,LA_MOLINA
C1771,310,9,ABRIGO,327,23,1,F,3,4,2,LA_MOLINA
C1772,311,2,MEDIAS,14,28,1,F,3,11,2,LA_MOLINA
C1773,311,8,CASACA,151,33,1,F,6,9,2,LA_MOLINA
C1774,311,5,CAMISA,136,43,2,M,4,1,2,LA_MOLINA
C1775,311,8,CASACA,97,30,2,M,6,5,3,SAN_BORJA
C1776,311,5,CAMISA,131,38,1,F,1,11,1,SURCO
C1777,311,17,MOCHILA,155,19,2,M,2,9,4,SAN_ISIDRO
C1778,312,1,ZAPATOS,216,26,2,M,3,7,3,SAN_BORJA
C1779,312,16,PERFUME,231,38,2,M,7,2,1,SURCO
C1780,312,15,ZAPATILLAS,273,25,2,M,2,6,3,SAN_BORJA
C1781,312,11,SANDALIAS,21,38,1,F,4,5,4,SAN_ISIDRO
C1782,313,10,SHORT,60,32,1,F,1,7,1,SURCO
C1783,313,17,MOCHILA,197,21,1,F,4,8,4,SAN_ISIDRO
C1784,313,8,CASACA,168,21,1,F,7,3,4,SAN_ISIDRO
C1785,313,20,SHORT,104,25,1,F,4,1,3,SAN_BORJA
C1786,313,5,CAMISA,172,43,1,F,4,11,3,SAN_BORJA
C1787,313,10,SHORT,59,23,1,F,6,4,3,SAN_BORJA
C1788,313,7,PANTALON,92,43,1,F,5,9,1,SURCO
C1789,314,20,SHORT,69,30,1,F,3,9,3,SAN_BORJA
C1790,314,22,PIJAMA,78,43,1,F,4,10,2,LA_MOLINA
C1791,315,12,BUFANDA,45,39,2,M,5,10,3,SAN_BORJA
C1792,315,7,PANTALON,151,18,1,F,5,8,2,LA_MOLINA
C1793,315,18,RELOJ,340,33,1,F,6,11,4,SAN_ISIDRO
C1794,315,17,MOCHILA,167,23,2,M,4,4,4,SAN_ISIDRO
C1795,315,21,POLO,133,22,1,F,5,11,3,SAN_BORJA
C1796,315,10,SHORT,50,23,1,F,7,6,4,SAN_ISIDRO
C1797,316,3,FALDA,63,31,1,F,2,9,3,SAN_BORJA
C1798,316,6,CARTERA,245,23,2,M,2,2,4,SAN_ISIDRO
C1799,316,10,SHORT,96,43,2,M,1,5,1,SURCO
C1800,316,9,ABRIGO,183,35,2,M,3,4,4,SAN_ISIDRO
C1801,316,19,BIKINI,135,24,2,F,3,2,2,LA_MOLINA
C1802,316,22,PIJAMA,109,29,1,F,7,11,1,SURCO
C1803,317,9,ABRIGO,333,26,2,M,4,3,2,LA_MOLINA
C1804,317,19,BIKINI,109,41,2,F,2,5,4,SAN_ISIDRO
C1805,317,15,ZAPATILLAS,215,23,1,F,3,3,1,SURCO
C1806,317,10,SHORT,55,38,2,M,2,4,4,SAN_ISIDRO
C1807,317,19,BIKINI,130,23,1,F,2,7,2,LA_MOLINA
C1808,317,7,PANTALON,186,43,1,F,7,4,4,SAN_ISIDRO
C1809,317,20,SHORT,100,32,2,M,1,9,2,LA_MOLINA
C1810,318,2,MEDIAS,15,25,1,F,2,6,4,SAN_ISIDRO
C1811,318,17,MOCHILA,181,33,1,F,3,9,3,SAN_BORJA
C1812,318,1,ZAPATOS,287,19,2,M,5,7,4,SAN_ISIDRO
C1813,318,22,PIJAMA,77,20,2,M,6,1,3,SAN_BORJA
C1814,319,10,SHORT,56,18,1,F,2,1,1,SURCO
C1815,319,12,BUFANDA,32,23,2,M,4,11,3,SAN_BORJA
C1816,319,4,BLUSA,99,27,1,F,4,11,3,SAN_BORJA
C1817,319,10,SHORT,60,39,2,M,3,5,2,LA_MOLINA
C1818,319,9,ABRIGO,293,25,1,F,3,6,1,SURCO
C1819,319,22,PIJAMA,106,29,1,F,4,7,2,LA_MOLINA
C1820,320,14,GORRO,67,41,1,F,3,3,4,SAN_ISIDRO
C1821,320,2,MEDIAS,11,28,1,F,6,12,3,SAN_BORJA
C1822,320,14,GORRO,80,31,1,F,7,3,2,LA_MOLINA
C1823,320,22,PIJAMA,113,42,1,F,1,8,1,SURCO
C1824,320,11,SANDALIAS,29,28,1,F,6,7,2,LA_MOLINA
C1825,321,7,PANTALON,212,28,2,M,3,8,3,SAN_BORJA
C1826,321,19,BIKINI,191,31,2,F,2,9,3,SAN_BORJA
C1827,321,9,ABRIGO,190,35,1,F,2,5,1,SURCO
C1828,321,12,BUFANDA,43,24,2,M,4,12,3,SAN_BORJA
C1829,322,3,FALDA,94,30,1,F,6,9,2,LA_MOLINA
C1830,322,4,BLUSA,72,26,2,F,2,1,3,SAN_BORJA
C1831,322,18,RELOJ,478,24,1,F,2,8,4,SAN_ISIDRO
C1832,322,21,POLO,68,34,1,F,1,11,3,SAN_BORJA
C1833,323,5,CAMISA,199,22,2,M,1,1,1,SURCO
C1834,323,4,BLUSA,120,31,2,F,2,1,4,SAN_ISIDRO
C1835,323,14,GORRO,85,41,2,M,1,10,4,SAN_ISIDRO
C1836,324,4,BLUSA,109,22,2,F,1,11,1,SURCO
C1837,324,8,CASACA,205,35,2,M,6,4,4,SAN_ISIDRO
C1838,324,10,SHORT,108,43,1,F,5,11,3,SAN_BORJA
C1839,324,5,CAMISA,129,39,2,M,2,4,4,SAN_ISIDRO
C1840,324,19,BIKINI,158,22,2,F,1,9,3,SAN_BORJA
C1841,324,3,FALDA,55,41,2,F,7,8,2,LA_MOLINA
C1842,324,2,MEDIAS,10,31,1,F,5,6,2,LA_MOLINA
C1843,325,17,MOCHILA,213,29,1,F,3,11,2,LA_MOLINA
C1844,325,11,SANDALIAS,59,39,2,M,3,5,2,LA_MOLINA
C1845,325,7,PANTALON,225,21,2,M,7,7,3,SAN_BORJA
C1846,325,5,CAMISA,150,18,2,M,2,5,3,SAN_BORJA
C1847,325,12,BUFANDA,34,33,1,F,3,6,4,SAN_ISIDRO
C1848,325,22,PIJAMA,111,21,1,F,3,4,3,SAN_BORJA
C1849,325,15,ZAPATILLAS,256,44,1,F,3,4,2,LA_MOLINA
C1850,325,7,PANTALON,218,35,1,F,3,11,3,SAN_BORJA
C1851,325,2,MEDIAS,15,22,2,M,5,12,2,LA_MOLINA
C1852,325,19,BIKINI,145,25,1,F,4,3,4,SAN_ISIDRO
C1853,326,3,FALDA,64,38,1,F,2,8,1,SURCO
C1854,326,15,ZAPATILLAS,204,24,1,F,5,4,3,SAN_BORJA
C1855,326,8,CASACA,168,19,2,M,1,1,3,SAN_BORJA
C1856,326,8,CASACA,230,43,1,F,3,10,1,SURCO
C1857,326,7,PANTALON,215,42,1,F,5,2,2,LA_MOLINA
C1858,327,21,POLO,148,18,1,F,2,2,1,SURCO
C1859,327,17,MOCHILA,214,45,1,F,7,12,3,SAN_BORJA
C1860,327,22,PIJAMA,79,43,1,F,4,7,3,SAN_BORJA
C1861,328,21,POLO,110,40,1,F,5,2,3,SAN_BORJA
C1862,328,21,POLO,61,40,2,M,3,1,4,SAN_ISIDRO
C1863,328,11,SANDALIAS,77,33,1,F,3,9,3,SAN_BORJA
C1864,328,16,PERFUME,492,45,2,M,5,3,2,LA_MOLINA
C1865,328,5,CAMISA,195,26,1,F,5,8,1,SURCO
C1866,328,16,PERFUME,457,32,2,M,2,10,1,SURCO
C1867,328,18,RELOJ,416,20,1,F,5,6,2,LA_MOLINA
C1868,328,21,POLO,95,44,2,M,6,6,2,LA_MOLINA
C1869,328,15,ZAPATILLAS,195,45,1,F,3,8,2,LA_MOLINA
C1870,329,13,JEAN,124,37,2,M,5,8,3,SAN_BORJA
C1871,329,14,GORRO,81,20,2,M,4,12,4,SAN_ISIDRO
C1872,329,11,SANDALIAS,55,26,1,F,5,10,2,LA_MOLINA
C1873,329,11,SANDALIAS,37,23,1,F,3,3,4,SAN_ISIDRO
C1874,329,11,SANDALIAS,37,28,1,F,3,2,4,SAN_ISIDRO
C1875,329,11,SANDALIAS,32,23,1,F,7,12,3,SAN_BORJA
C1876,330,21,POLO,87,25,1,F,2,8,2,LA_MOLINA
C1877,330,18,RELOJ,346,42,2,M,2,4,1,SURCO
C1878,330,16,PERFUME,465,41,1,F,6,3,1,SURCO
C1879,330,17,MOCHILA,178,26,1,F,5,8,4,SAN_ISIDRO
C1880,330,12,BUFANDA,42,24,2,M,3,2,4,SAN_ISIDRO
C1881,331,13,JEAN,101,29,2,M,4,9,1,SURCO
C1882,331,2,MEDIAS,15,24,1,F,5,1,1,SURCO
C1883,331,17,MOCHILA,213,38,1,F,5,5,3,SAN_BORJA
C1884,332,19,BIKINI,125,21,1,F,5,6,2,LA_MOLINA
C1885,332,5,CAMISA,155,43,1,F,3,10,4,SAN_ISIDRO
C1886,332,5,CAMISA,151,33,2,M,5,10,2,LA_MOLINA
C1887,332,3,FALDA,67,26,2,F,5,12,4,SAN_ISIDRO
C1888,332,4,BLUSA,93,27,2,F,5,12,1,SURCO
C1889,332,13,JEAN,99,26,2,M,4,4,1,SURCO
C1890,333,14,GORRO,76,29,2,M,2,5,3,SAN_BORJA
C1891,333,9,ABRIGO,443,18,2,M,3,9,4,SAN_ISIDRO
C1892,333,2,MEDIAS,14,37,2,M,2,9,3,SAN_BORJA
C1893,333,13,JEAN,136,40,1,F,5,11,1,SURCO
C1894,334,1,ZAPATOS,296,40,2,M,4,1,3,SAN_BORJA
C1895,334,2,MEDIAS,14,38,1,F,3,1,4,SAN_ISIDRO
C1896,334,12,BUFANDA,39,25,2,M,7,1,1,SURCO
C1897,334,7,PANTALON,159,38,2,M,2,12,3,SAN_BORJA
C1898,335,15,ZAPATILLAS,269,36,1,F,4,12,3,SAN_BORJA
C1899,335,2,MEDIAS,10,33,2,M,2,9,1,SURCO
C1900,335,3,FALDA,76,19,2,F,1,3,3,SAN_BORJA
C1901,335,20,SHORT,81,24,2,M,1,5,4,SAN_ISIDRO
C1902,336,7,PANTALON,245,32,2,M,1,6,3,SAN_BORJA
C1903,336,22,PIJAMA,84,42,2,M,1,9,3,SAN_BORJA
C1904,336,2,MEDIAS,13,39,1,F,7,9,3,SAN_BORJA
C1905,336,10,SHORT,101,28,2,M,2,9,3,SAN_BORJA
C1906,336,15,ZAPATILLAS,225,44,1,F,3,6,2,LA_MOLINA
C1907,336,10,SHORT,100,29,1,F,2,7,4,SAN_ISIDRO
C1908,336,22,PIJAMA,106,28,1,F,1,3,4,SAN_ISIDRO
C1909,336,15,ZAPATILLAS,232,35,2,M,4,9,3,SAN_BORJA
